"paragraphnum","charname","speechcount"
1723,"Prince Escalus",16
1735,"(stage directions)",126
1737,"(stage directions)",126
1738,"Juliet",118
1774,"Nurse",90
1775,"(stage directions)",126
1776,"Juliet",118
1777,"Nurse",90
1780,"Juliet",118
1781,"Nurse",90
1793,"Nurse",90
3199,"Prince Escalus",16
1798,"Juliet",118
1802,"Nurse",90
1805,"Juliet",118
1810,"Nurse",90
1812,"Juliet",118
1813,"Nurse",90
1814,"Juliet",118
1827,"Nurse",90
1833,"Juliet",118
1839,"Nurse",90
1840,"Juliet",118
1871,"Nurse",90
1945,"Friar Laurence",55
3200,"First Watchman",6
1873,"Juliet",118
1881,"Nurse",90
1885,"Juliet",118
1887,"(stage directions)",126
1889,"(stage directions)",126
1890,"Friar Laurence",55
1893,"(stage directions)",126
1894,"Romeo",163
1897,"Friar Laurence",55
1900,"Romeo",163
1901,"Friar Laurence",55
1903,"Romeo",163
1906,"Friar Laurence",55
1908,"Romeo",163
1915,"Friar Laurence",55
1920,"Romeo",163
1943,"Friar Laurence",55
1944,"Romeo",163
3203,"Prince Escalus",16
1948,"Romeo",163
1952,"Friar Laurence",55
1953,"Romeo",163
1954,"Friar Laurence",55
1955,"Romeo",163
1962,"(stage directions)",126
1963,"Friar Laurence",55
1964,"Romeo",163
1966,"(stage directions)",126
1967,"Friar Laurence",55
1974,"Nurse",90
1977,"Friar Laurence",55
1978,"(stage directions)",126
1979,"Nurse",90
1981,"Friar Laurence",55
1982,"Nurse",90
1989,"Romeo",163
1990,"Nurse",90
1991,"Romeo",163
1997,"Nurse",90
2001,"Romeo",163
2008,"(stage directions)",126
2174,"Romeo",163
2009,"Friar Laurence",55
2060,"Nurse",90
2063,"Romeo",163
2064,"Nurse",90
2066,"(stage directions)",126
2067,"Romeo",163
2068,"Friar Laurence",55
2075,"Romeo",163
2077,"(stage directions)",126
2079,"(stage directions)",126
2080,"Capulet",51
2087,"Paris",23
2089,"Lady Capulet",45
2091,"Capulet",51
2098,"Paris",23
2099,"Capulet",51
2109,"Paris",23
2366,"Nurse",90
2368,"Juliet",118
2369,"Nurse",90
2110,"Capulet",51
2117,"(stage directions)",126
2119,"(stage directions)",126
2120,"Juliet",118
2125,"Romeo",163
2131,"Juliet",118
2136,"Romeo",163
2145,"Juliet",118
2155,"Romeo",163
2156,"(stage directions)",126
2157,"Nurse",90
2158,"Juliet",118
2159,"Nurse",90
2161,"(stage directions)",126
2162,"Juliet",118
2163,"Romeo",163
2164,"(stage directions)",126
2165,"Juliet",118
2170,"Romeo",163
2173,"Juliet",118
2176,"Juliet",118
2180,"Romeo",163
2182,"(stage directions)",126
2183,"Juliet",118
2188,"Lady Capulet",45
2189,"Juliet",118
2192,"(stage directions)",126
2193,"Lady Capulet",45
2194,"Juliet",118
2195,"Lady Capulet",45
2200,"Juliet",118
2201,"Lady Capulet",45
2203,"Juliet",118
2205,"Lady Capulet",45
2207,"Juliet",118
2208,"Lady Capulet",45
2209,"Juliet",118
2212,"Lady Capulet",45
2213,"Juliet",118
2215,"Lady Capulet",45
2221,"Juliet",118
2231,"Lady Capulet",45
2233,"Juliet",118
2235,"Lady Capulet",45
2239,"Juliet",118
2240,"Lady Capulet",45
2244,"Juliet",118
2252,"Lady Capulet",45
2254,"(stage directions)",126
2255,"Capulet",51
2268,"Lady Capulet",45
2270,"Capulet",51
2275,"Juliet",118
2278,"Capulet",51
2287,"Lady Capulet",45
2288,"Juliet",118
2370,"Juliet",118
2374,"Nurse",90
2375,"(stage directions)",126
257,"Christopher Sly",24
2290,"Capulet",51
2299,"Nurse",90
2301,"Capulet",51
2303,"Nurse",90
2304,"Capulet",51
2305,"Nurse",90
2306,"Capulet",51
2309,"Lady Capulet",45
2310,"Capulet",51
2332,"(stage directions)",126
2333,"Juliet",118
2339,"Lady Capulet",45
2341,"(stage directions)",126
2342,"Juliet",118
2351,"Nurse",90
2365,"Juliet",118
258,"Lord",17
2376,"Juliet",118
2384,"(stage directions)",126
2387,"(stage directions)",126
2388,"Friar Laurence",55
2389,"Paris",23
2391,"Friar Laurence",55
2393,"Paris",23
2403,"Friar Laurence",55
2405,"(stage directions)",126
2406,"Paris",23
2407,"Juliet",118
2408,"Paris",23
2409,"Juliet",118
2410,"Friar Laurence",55
2411,"Paris",23
2412,"Juliet",118
2413,"Paris",23
2414,"Juliet",118
2415,"Paris",23
2416,"Juliet",118
2418,"Paris",23
2419,"Juliet",118
2421,"Paris",23
2422,"Juliet",118
2424,"Paris",23
2425,"Juliet",118
2428,"Friar Laurence",55
2430,"Paris",23
2433,"(stage directions)",126
2436,"Friar Laurence",55
2440,"Juliet",118
2458,"Friar Laurence",55
2467,"Juliet",118
2479,"Friar Laurence",55
2511,"Juliet",118
2512,"Friar Laurence",55
2515,"Juliet",118
2517,"(stage directions)",126
2519,"(stage directions)",126
2520,"Capulet",51
2523,"Second Servant",6
2525,"Capulet",51
2526,"Second Servant",6
3311,"Capulet",51
2529,"Capulet",51
2533,"Nurse",90
2534,"Capulet",51
2536,"Nurse",90
2537,"(stage directions)",126
2538,"Capulet",51
2539,"Juliet",118
2545,"Capulet",51
2547,"Juliet",118
2550,"Capulet",51
2555,"Juliet",118
2558,"Lady Capulet",45
2559,"Capulet",51
2560,"(stage directions)",126
2561,"Lady Capulet",45
2563,"Capulet",51
2572,"(stage directions)",126
2574,"(stage directions)",126
2575,"Juliet",118
2580,"(stage directions)",126
2581,"Lady Capulet",45
2582,"Juliet",118
2588,"Lady Capulet",45
2590,"(stage directions)",126
259,"Christopher Sly",24
2591,"Juliet",118
2637,"(stage directions)",126
2639,"(stage directions)",126
2640,"Lady Capulet",45
2641,"Nurse",90
2642,"(stage directions)",126
2643,"Capulet",51
2647,"Nurse",90
2650,"Capulet",51
2652,"Lady Capulet",45
2654,"(stage directions)",126
2655,"Capulet",51
2656,"(stage directions)",126
2657,"Capulet",51
2659,"First Servant",4
2660,"Capulet",51
2664,"Second Servant",6
2666,"(stage directions)",126
2667,"Capulet",51
2678,"(stage directions)",126
2680,"(stage directions)",126
2742,"Paris",23
2746,"Capulet",51
260,"Lord",17
2681,"Nurse",90
2698,"(stage directions)",126
2699,"Lady Capulet",45
2700,"Nurse",90
2701,"Lady Capulet",45
2702,"Nurse",90
2703,"Lady Capulet",45
2706,"(stage directions)",126
2707,"Capulet",51
2708,"Nurse",90
2709,"Lady Capulet",45
2710,"Capulet",51
2715,"Nurse",90
2716,"Lady Capulet",45
2717,"Capulet",51
2719,"(stage directions)",126
2720,"Friar Laurence",55
2721,"Capulet",51
2728,"Paris",23
2730,"Lady Capulet",45
2736,"Nurse",90
261,"Christopher Sly",24
2752,"Friar Laurence",55
2771,"Capulet",51
2778,"Friar Laurence",55
2783,"(stage directions)",126
2784,"First Musician",10
2785,"Nurse",90
2787,"(stage directions)",126
2788,"First Musician",10
2789,"(stage directions)",126
2790,"Peter",13
2792,"First Musician",10
2793,"Peter",13
2796,"First Musician",10
2797,"Peter",13
2798,"First Musician",10
2799,"Peter",13
2800,"First Musician",10
2801,"Peter",13
2803,"First Musician",10
2804,"Peter",13
2807,"First Musician",10
2808,"Second Musician",3
2945,"Friar John",4
3204,"First Watchman",6
2809,"Peter",13
2817,"First Musician",10
2818,"Peter",13
2819,"Second Musician",3
2820,"Peter",13
2821,"Third Musician",1
2822,"Peter",13
2827,"(stage directions)",126
2828,"First Musician",10
2829,"Second Musician",3
2831,"(stage directions)",126
2834,"(stage directions)",126
2835,"Romeo",163
2853,"Balthasar",12
2860,"Romeo",163
2863,"Balthasar",12
2866,"Romeo",163
2869,"Balthasar",12
2948,"Friar Laurence",55
2870,"Romeo",163
2897,"(stage directions)",126
2898,"Apothecary",4
2899,"Romeo",163
2907,"Apothecary",4
2909,"Romeo",163
2916,"Apothecary",4
2917,"Romeo",163
2918,"Apothecary",4
2921,"Romeo",163
2928,"(stage directions)",126
2930,"(stage directions)",126
2931,"Friar John",4
2932,"(stage directions)",126
2933,"Friar Laurence",55
2936,"Friar John",4
2944,"Friar Laurence",55
2954,"Friar John",4
2956,"Friar Laurence",55
2963,"(stage directions)",126
2965,"(stage directions)",126
2966,"Paris",23
2975,"Page",4
2977,"(stage directions)",126
2978,"Paris",23
2989,"(stage directions)",126
2990,"(stage directions)",126
2991,"Romeo",163
3009,"Balthasar",12
3010,"Romeo",163
3012,"Balthasar",12
3014,"(stage directions)",126
3015,"Romeo",163
3019,"(stage directions)",126
3207,"Capulet",51
3211,"Lady Capulet",45
3213,"(stage directions)",126
3020,"Paris",23
3030,"Romeo",163
3040,"Paris",23
3042,"Romeo",163
3043,"(stage directions)",126
3044,"Page",4
3045,"(stage directions)",126
3046,"Paris",23
3050,"(stage directions)",126
3051,"Romeo",163
3104,"Friar Laurence",55
3106,"Balthasar",12
3107,"Friar Laurence",55
3111,"Balthasar",12
3113,"Friar Laurence",55
3114,"Balthasar",12
3115,"Friar Laurence",55
3116,"Balthasar",12
3117,"Friar Laurence",55
3118,"Balthasar",12
3122,"Friar Laurence",55
3124,"Balthasar",12
3127,"Friar Laurence",55
3138,"(stage directions)",126
3139,"Juliet",118
3142,"(stage directions)",126
3143,"Friar Laurence",55
3154,"Juliet",118
3164,"First Watchman",6
3165,"Juliet",118
3170,"(stage directions)",126
3171,"(stage directions)",126
3172,"Page",4
3173,"First Watchman",6
3183,"(stage directions)",126
3184,"Second Watchman",1
3185,"First Watchman",6
3186,"(stage directions)",126
3187,"Third Watchman",1
3190,"First Watchman",6
3191,"(stage directions)",126
3192,"Prince Escalus",16
3194,"(stage directions)",126
3216,"Montague",10
3219,"Prince Escalus",16
3220,"Montague",10
3222,"Prince Escalus",16
3230,"Friar Laurence",55
3235,"Prince Escalus",16
3236,"Friar Laurence",55
3277,"Prince Escalus",16
3279,"Balthasar",12
3285,"Prince Escalus",16
3288,"Page",4
3293,"Prince Escalus",16
3303,"Capulet",51
3306,"Montague",10
3313,"Prince Escalus",16
3319,"(stage directions)",126
3,"Poet",733
18,"Poet",733
33,"Poet",733
48,"Poet",733
263,"Page",8
893,"Baptista Minola",68
63,"Poet",733
78,"Poet",733
93,"Poet",733
108,"Poet",733
265,"Christopher Sly",24
268,"Page",8
894,"Gremio",58
123,"Poet",733
138,"Poet",733
153,"Poet",733
168,"Poet",733
275,"Christopher Sly",24
278,"(stage directions)",126
579,"Hortensio",70
183,"Poet",733
198,"Poet",733
213,"Poet",733
228,"Poet",733
279,"Messenger",1
287,"Christopher Sly",24
243,"Poet",733
258,"Poet",733
273,"Poet",733
288,"Poet",733
289,"Page",8
290,"Christopher Sly",24
291,"Page",8
292,"Christopher Sly",24
294,"(stage directions)",126
295,"(stage directions)",126
303,"Poet",733
318,"Poet",733
333,"Poet",733
348,"Poet",733
298,"(stage directions)",126
473,"Tranio",90
363,"Poet",733
378,"Poet",733
393,"Poet",733
408,"Poet",733
374,"Tranio",90
375,"Baptista Minola",68
379,"Katherina",82
481,"Lucentio",61
423,"Poet",733
438,"Poet",733
453,"Poet",733
468,"Poet",733
381,"Bianca",29
385,"Lucentio",61
386,"Hortensio",70
484,"Tranio",90
483,"Poet",733
498,"Poet",733
513,"Poet",733
528,"Poet",733
389,"Gremio",58
485,"Lucentio",61
486,"Tranio",90
488,"Lucentio",61
489,"Tranio",90
492,"Lucentio",61
543,"Poet",733
558,"Poet",733
573,"Poet",733
588,"Poet",733
392,"Baptista Minola",68
603,"Poet",733
618,"Poet",733
633,"Poet",733
648,"Poet",733
404,"Katherina",82
493,"Tranio",90
1190,"Baptista Minola",68
663,"Poet",733
678,"Poet",733
693,"Poet",733
708,"Poet",733
407,"Gremio",58
581,"Petruchio",158
723,"Poet",733
738,"Poet",733
753,"Poet",733
768,"Poet",733
414,"Hortensio",70
419,"Gremio",58
420,"Hortensio",70
421,"Gremio",58
422,"Hortensio",70
783,"Poet",733
798,"Poet",733
813,"Poet",733
828,"Poet",733
423,"Gremio",58
425,"Hortensio",70
429,"Gremio",58
843,"Poet",733
858,"Poet",733
873,"Poet",733
888,"Poet",733
431,"Hortensio",70
583,"Hortensio",70
903,"Poet",733
918,"Poet",733
933,"Poet",733
948,"Poet",733
438,"Gremio",58
441,"(stage directions)",126
442,"Tranio",90
771,"Hortensio",70
773,"Gremio",58
963,"Poet",733
978,"Poet",733
993,"Poet",733
1008,"Poet",733
1443,"Poet",733
1023,"Poet",733
1038,"Poet",733
1053,"Poet",733
1068,"Poet",733
444,"Lucentio",61
1083,"Poet",733
1098,"Poet",733
1113,"Poet",733
1128,"Poet",733
455,"Tranio",90
459,"Lucentio",61
461,"Tranio",90
774,"Grumio",63
1143,"Poet",733
1158,"Poet",733
1173,"Poet",733
1188,"Poet",733
1819,"Poet",733
1203,"Poet",733
1218,"Poet",733
1233,"Poet",733
1248,"Poet",733
37,"Lord",17
45,"First Huntsman",4
46,"Second Huntsman",2
1263,"Poet",733
1278,"Poet",733
1293,"Poet",733
1308,"Poet",733
152,"First Servant",6
153,"Second Servant",4
154,"Third Servant",4
463,"Lucentio",61
888,"Gremio",58
1323,"Poet",733
1338,"Poet",733
1353,"Poet",733
1368,"Poet",733
155,"Christopher Sly",24
889,"Baptista Minola",68
1383,"Poet",733
1398,"Poet",733
1413,"Poet",733
1428,"Poet",733
161,"Lord",17
467,"Tranio",90
470,"Lucentio",61
1458,"Poet",733
1473,"Poet",733
1489,"Poet",733
1504,"Poet",733
165,"Christopher Sly",24
1519,"Poet",733
1534,"Poet",733
1549,"Poet",733
1564,"Poet",733
173,"Third Servant",4
174,"Second Servant",4
558,"Petruchio",158
563,"Grumio",63
1579,"Poet",733
1594,"Poet",733
1609,"Poet",733
1624,"Poet",733
175,"Lord",17
1639,"Poet",733
1654,"Poet",733
1669,"Poet",733
1684,"Poet",733
194,"First Servant",6
196,"Second Servant",4
202,"Lord",17
1699,"Poet",733
1714,"Poet",733
1729,"Poet",733
1744,"Poet",733
205,"Third Servant",4
209,"Lord",17
565,"Petruchio",158
566,"Grumio",63
1759,"Poet",733
1774,"Poet",733
1789,"Poet",733
1804,"Poet",733
212,"First Servant",6
568,"Petruchio",158
570,"Grumio",63
1494,"(stage directions)",126
1834,"Poet",733
1849,"Poet",733
1864,"Poet",733
1879,"Poet",733
1894,"Poet",733
1909,"Poet",733
1924,"Poet",733
1939,"Poet",733
1954,"Poet",733
216,"Christopher Sly",24
572,"Petruchio",158
1969,"Poet",733
1984,"Poet",733
1999,"Poet",733
2014,"Poet",733
224,"Second Servant",4
229,"Christopher Sly",24
575,"(stage directions)",126
576,"Grumio",63
2029,"Poet",733
2044,"Poet",733
2059,"Poet",733
2074,"Poet",733
231,"First Servant",6
238,"Christopher Sly",24
2089,"Poet",733
2104,"Poet",733
2119,"Poet",733
2134,"Poet",733
239,"Third Servant",4
245,"Christopher Sly",24
246,"All",1
247,"(stage directions)",126
2149,"Poet",733
2164,"Poet",733
2179,"Poet",733
2194,"Poet",733
2209,"Poet",733
2224,"Poet",733
2239,"Poet",733
2254,"Poet",733
2269,"Poet",733
248,"Christopher Sly",24
249,"Page",8
250,"Christopher Sly",24
252,"Page",8
253,"Christopher Sly",24
255,"Page",8
2284,"Poet",733
2299,"Poet",733
3,"(stage directions)",126
4,"Christopher Sly",24
5,"Hostess",3
6,"Christopher Sly",24
9,"Hostess",3
10,"Christopher Sly",24
12,"Hostess",3
13,"(stage directions)",126
14,"Christopher Sly",24
18,"Lord",17
24,"First Huntsman",4
28,"Lord",17
32,"First Huntsman",4
33,"Lord",17
35,"Second Huntsman",2
47,"Lord",17
72,"First Huntsman",4
75,"Lord",17
84,"Servant",2
86,"Lord",17
89,"Players",1
90,"Lord",17
91,"Player",3
92,"Lord",17
97,"Player",3
98,"Lord",17
109,"Player",3
111,"Lord",17
150,"(stage directions)",126
151,"Christopher Sly",24
299,"Lucentio",61
323,"Tranio",90
339,"Lucentio",61
348,"Tranio",90
349,"Baptista Minola",68
356,"Gremio",58
358,"Katherina",82
360,"Hortensio",70
362,"Katherina",82
367,"Hortensio",70
368,"Gremio",58
369,"Tranio",90
371,"Lucentio",61
497,"Lucentio",61
509,"Tranio",90
517,"Lucentio",61
522,"Biondello",39
525,"Lucentio",61
535,"Biondello",39
536,"Lucentio",61
538,"Biondello",39
539,"Tranio",90
545,"Lucentio",61
549,"(stage directions)",126
550,"First Servant",6
551,"Christopher Sly",24
553,"Page",8
554,"Christopher Sly",24
557,"(stage directions)",126
577,"Petruchio",158
578,"(stage directions)",126
586,"Grumio",63
593,"Petruchio",158
596,"Grumio",63
599,"Petruchio",158
600,"Hortensio",70
605,"Petruchio",158
614,"Hortensio",70
620,"Petruchio",158
632,"Grumio",63
637,"Hortensio",70
647,"Petruchio",158
651,"Hortensio",70
655,"Petruchio",158
661,"Grumio",63
669,"Hortensio",70
681,"Grumio",63
683,"Hortensio",70
691,"Grumio",63
694,"Hortensio",70
696,"Grumio",63
697,"(stage directions)",126
698,"Gremio",58
2188,"Tranio",90
708,"Lucentio",61
713,"Gremio",58
714,"Grumio",63
715,"Petruchio",158
716,"Hortensio",70
718,"Gremio",58
726,"Hortensio",70
731,"Gremio",58
732,"Grumio",63
733,"Hortensio",70
740,"Gremio",58
742,"Petruchio",158
744,"Gremio",58
745,"Petruchio",158
748,"Gremio",58
752,"Petruchio",158
753,"Grumio",63
754,"Petruchio",158
767,"Grumio",63
768,"Gremio",58
776,"Tranio",90
779,"Biondello",39
780,"Tranio",90
781,"Gremio",58
782,"Tranio",90
783,"Petruchio",158
784,"Tranio",90
785,"Lucentio",61
786,"Hortensio",70
788,"Tranio",90
789,"Gremio",58
790,"Tranio",90
792,"Gremio",58
793,"Tranio",90
794,"Gremio",58
796,"Hortensio",70
797,"Tranio",90
807,"Gremio",58
808,"Lucentio",61
809,"Petruchio",158
810,"Hortensio",70
812,"Tranio",90
815,"Petruchio",158
816,"Gremio",58
818,"Petruchio",158
824,"Tranio",90
891,"Petruchio",158
830,"Hortensio",70
834,"Tranio",90
839,"Grumio",63
840,"Hortensio",70
844,"(stage directions)",126
845,"Bianca",29
852,"Katherina",82
854,"Bianca",29
857,"Katherina",82
858,"Bianca",29
860,"Katherina",82
862,"Bianca",29
866,"Katherina",82
867,"(stage directions)",126
868,"Baptista Minola",68
875,"Katherina",82
876,"(stage directions)",126
877,"Baptista Minola",68
878,"(stage directions)",126
879,"Katherina",82
885,"Baptista Minola",68
887,"(stage directions)",126
895,"Petruchio",158
911,"Baptista Minola",68
914,"Petruchio",158
916,"Baptista Minola",68
918,"Petruchio",158
920,"Baptista Minola",68
921,"Gremio",58
924,"Petruchio",158
925,"Gremio",58
933,"Baptista Minola",68
936,"Tranio",90
950,"Baptista Minola",68
951,"Tranio",90
1012,"Petruchio",158
2253,"Lucentio",61
952,"Baptista Minola",68
965,"Petruchio",158
972,"Baptista Minola",68
974,"Petruchio",158
979,"Baptista Minola",68
981,"Petruchio",158
989,"Baptista Minola",68
991,"Petruchio",158
993,"(stage directions)",126
994,"Baptista Minola",68
995,"Hortensio",70
996,"Baptista Minola",68
997,"Hortensio",70
999,"Baptista Minola",68
1000,"Hortensio",70
1074,"Katherina",82
1015,"Baptista Minola",68
1020,"Petruchio",158
1037,"Katherina",82
1039,"Petruchio",158
1049,"Katherina",82
1052,"Petruchio",158
1053,"Katherina",82
1054,"Petruchio",158
1055,"Katherina",82
1056,"Petruchio",158
1057,"Katherina",82
1058,"Petruchio",158
1060,"Katherina",82
1062,"Petruchio",158
1063,"Katherina",82
1064,"Petruchio",158
1065,"Katherina",82
1066,"Petruchio",158
1067,"Katherina",82
1068,"Petruchio",158
1069,"Katherina",82
1070,"Petruchio",158
1072,"Katherina",82
1073,"Petruchio",158
1075,"Petruchio",158
1077,"Katherina",82
1078,"Petruchio",158
1079,"Katherina",82
1082,"Petruchio",158
1083,"Katherina",82
1084,"Petruchio",158
1085,"Katherina",82
1086,"Petruchio",158
1087,"Katherina",82
1088,"Petruchio",158
1089,"Katherina",82
1090,"Petruchio",158
1091,"Katherina",82
1092,"Petruchio",158
1093,"Katherina",82
1094,"Petruchio",158
1095,"Katherina",82
1096,"Petruchio",158
1097,"Katherina",82
1098,"Petruchio",158
1099,"Katherina",82
1100,"Petruchio",158
1115,"Katherina",82
1116,"Petruchio",158
1120,"Katherina",82
1121,"Petruchio",158
1122,"Katherina",82
1123,"Petruchio",158
1124,"Katherina",82
1186,"Baptista Minola",68
1188,"Tranio",90
1125,"Petruchio",158
1140,"Baptista Minola",68
1141,"Petruchio",158
1143,"Baptista Minola",68
1144,"Katherina",82
1149,"Petruchio",158
1158,"Katherina",82
1159,"Gremio",58
1160,"Tranio",90
1161,"Petruchio",158
1177,"Baptista Minola",68
1179,"Gremio",58
1180,"Petruchio",158
1184,"(stage directions)",126
1185,"Gremio",58
1191,"Gremio",58
1195,"Tranio",90
1197,"Gremio",58
1198,"Tranio",90
1199,"Gremio",58
1201,"Tranio",90
1202,"Baptista Minola",68
1207,"Gremio",58
1224,"Tranio",90
1233,"Gremio",58
1238,"Tranio",90
1242,"Gremio",58
1245,"Tranio",90
1247,"Baptista Minola",68
1251,"Tranio",90
1252,"Gremio",58
1253,"Baptista Minola",68
1260,"Gremio",58
1266,"Tranio",90
1274,"(stage directions)",126
1277,"(stage directions)",126
1278,"Lucentio",61
1281,"Hortensio",70
1286,"Lucentio",61
1292,"Hortensio",70
1293,"Bianca",29
1301,"Hortensio",70
1302,"Lucentio",61
1303,"Bianca",29
1304,"Lucentio",61
1307,"Bianca",29
1308,"Lucentio",61
1313,"Hortensio",70
1314,"Bianca",29
1315,"Lucentio",61
1316,"Bianca",29
1320,"Hortensio",70
1321,"Lucentio",61
1322,"Hortensio",70
1326,"Bianca",29
1327,"Lucentio",61
1329,"Bianca",29
1334,"Hortensio",70
1337,"Lucentio",61
1340,"Hortensio",70
1347,"Bianca",29
1348,"Hortensio",70
1349,"Bianca",29
1359,"(stage directions)",126
1360,"Servant",2
1363,"Bianca",29
1364,"(stage directions)",126
1365,"Lucentio",61
1366,"(stage directions)",126
1367,"Hortensio",70
1374,"(stage directions)",126
2523,"Hortensio",70
1375,"Baptista Minola",68
1382,"Katherina",82
1395,"Tranio",90
1400,"Katherina",82
1401,"(stage directions)",126
1402,"Baptista Minola",68
1407,"Baptista Minola",68
1408,"Biondello",39
1409,"Baptista Minola",68
1410,"Biondello",39
1411,"Baptista Minola",68
1412,"Biondello",39
1413,"Baptista Minola",68
1414,"Biondello",39
1415,"Tranio",90
1416,"Biondello",39
1433,"Baptista Minola",68
1495,"Tranio",90
1498,"Baptista Minola",68
1499,"(stage directions)",126
1434,"Biondello",39
1440,"Tranio",90
1442,"Baptista Minola",68
1443,"Biondello",39
1444,"Baptista Minola",68
1445,"Biondello",39
1446,"Baptista Minola",68
1447,"Biondello",39
1448,"Baptista Minola",68
1449,"Biondello",39
1454,"(stage directions)",126
1455,"Petruchio",158
1456,"Baptista Minola",68
1457,"Petruchio",158
1458,"Baptista Minola",68
1459,"Tranio",90
1461,"Petruchio",158
1467,"Baptista Minola",68
1472,"Tranio",90
1475,"Petruchio",158
1482,"Tranio",90
1484,"Petruchio",158
1485,"Baptista Minola",68
1486,"Petruchio",158
1500,"Tranio",90
1510,"Lucentio",61
1515,"Tranio",90
1523,"Gremio",58
1524,"Tranio",90
1525,"Gremio",58
1527,"Tranio",90
1528,"Gremio",58
1529,"Tranio",90
1530,"Gremio",58
1539,"Tranio",90
1540,"Gremio",58
1558,"Petruchio",158
1563,"Baptista Minola",68
1629,"Tranio",90
1630,"Baptista Minola",68
1633,"(stage directions)",126
2524,"Petruchio",158
1564,"Petruchio",158
1572,"Tranio",90
1573,"Petruchio",158
1574,"Gremio",58
1575,"Petruchio",158
1576,"Katherina",82
1577,"Petruchio",158
1578,"Katherina",82
1579,"Petruchio",158
1581,"Katherina",82
1582,"Petruchio",158
1583,"Grumio",63
1584,"Katherina",82
1592,"Petruchio",158
1593,"Katherina",82
1595,"Gremio",58
1596,"Katherina",82
1599,"Petruchio",158
1617,"(stage directions)",126
1618,"Baptista Minola",68
1619,"Gremio",58
1620,"Tranio",90
1621,"Lucentio",61
1622,"Bianca",29
1623,"Gremio",58
1624,"Baptista Minola",68
1634,"Grumio",63
1643,"(stage directions)",126
1644,"Curtis",20
1645,"Grumio",63
1648,"Curtis",20
1649,"Grumio",63
1651,"Curtis",20
1652,"Grumio",63
1655,"Curtis",20
1656,"Grumio",63
1661,"Curtis",20
1662,"Grumio",63
1665,"Curtis",20
1666,"Grumio",63
1667,"Curtis",20
1668,"Grumio",63
1674,"Curtis",20
1675,"Grumio",63
1677,"Curtis",20
1678,"Grumio",63
1680,"Curtis",20
1681,"Grumio",63
1682,"Curtis",20
1683,"Grumio",63
1684,"Curtis",20
1685,"Grumio",63
1689,"Curtis",20
1690,"Grumio",63
1691,"Curtis",20
1692,"Grumio",63
1702,"Curtis",20
1703,"Grumio",63
1710,"Curtis",20
1711,"Grumio",63
1712,"Curtis",20
1714,"Grumio",63
1715,"Curtis",20
1716,"Grumio",63
1717,"Curtis",20
1718,"Grumio",63
1719,"(stage directions)",126
1720,"Nathaniel",4
1721,"Philip",1
1722,"Joseph",1
1723,"Nicholas",1
1724,"Nathaniel",4
1725,"Grumio",63
1728,"Nathaniel",4
1729,"Grumio",63
1731,"(stage directions)",126
1732,"Petruchio",158
1735,"Servants",1
1993,"Grumio",63
1736,"Petruchio",158
1740,"Grumio",63
1741,"Petruchio",158
1744,"Grumio",63
1751,"Petruchio",158
1773,"Katherina",82
1774,"Petruchio",158
1778,"First Servant",6
1779,"Petruchio",158
1780,"Peter",2
1781,"Petruchio",158
1789,"(stage directions)",126
1790,"Katherina",82
1792,"Petruchio",158
1801,"(stage directions)",126
1802,"Nathaniel",4
1803,"Peter",2
1804,"(stage directions)",126
1805,"Grumio",63
1995,"Katherina",82
1996,"Grumio",63
1997,"Katherina",82
1806,"Curtis",20
1811,"(stage directions)",126
1812,"Petruchio",158
1837,"(stage directions)",126
1838,"Tranio",90
1841,"Hortensio",70
1843,"(stage directions)",126
1844,"(stage directions)",126
1845,"Lucentio",61
1846,"Bianca",29
1847,"Lucentio",61
1848,"Bianca",29
1849,"Lucentio",61
1850,"(stage directions)",126
1851,"Hortensio",70
1854,"Tranio",90
1856,"Hortensio",70
1862,"Tranio",90
1867,"Hortensio",70
1872,"Tranio",90
1875,"Hortensio",70
1884,"Tranio",90
1888,"Bianca",29
1889,"Tranio",90
1890,"Lucentio",61
1891,"Tranio",90
1893,"Bianca",29
1894,"Tranio",90
1895,"Bianca",29
1896,"Tranio",90
1897,"Bianca",29
1898,"Tranio",90
1901,"(stage directions)",126
1902,"Biondello",39
1906,"Tranio",90
1907,"Biondello",39
1910,"Lucentio",61
1911,"Tranio",90
1916,"(stage directions)",126
1917,"(stage directions)",126
1918,"Pedant",20
1919,"Tranio",90
1921,"Pedant",20
1924,"Tranio",90
1925,"Pedant",20
1926,"Tranio",90
1928,"Pedant",20
1998,"Grumio",63
2000,"Katherina",82
2001,"Grumio",63
1929,"Tranio",90
1936,"Pedant",20
1939,"Tranio",90
1942,"Pedant",20
1944,"Tranio",90
1945,"Pedant",20
1947,"Tranio",90
1949,"Biondello",39
1951,"Tranio",90
1961,"Pedant",20
1963,"Tranio",90
1971,"(stage directions)",126
1972,"Grumio",63
1973,"Katherina",82
1988,"Grumio",63
1989,"Katherina",82
1990,"Grumio",63
1992,"Katherina",82
2002,"Katherina",82
2008,"(stage directions)",126
2009,"Petruchio",158
2010,"Hortensio",70
2011,"Katherina",82
2012,"Petruchio",158
2019,"Katherina",82
2020,"Petruchio",158
2022,"Katherina",82
2023,"Hortensio",70
2025,"Petruchio",158
2041,"Haberdasher",1
2042,"Petruchio",158
2047,"Katherina",82
2049,"Petruchio",158
2051,"Hortensio",70
